TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
salivary_gland-carcinoma	salivary_gland-carcinoma	0.0749907778943204	-2.59039013441526	383	2	0.1	20	16828	10654,4598	PMVK,MVK
upper_aerodigestive_tract-mouth-carcinoma-adenoid_cystic_carcinoma	upper_aerodigestive_tract-mouth-carcinoma-adenoid_cystic_carcinoma	0.0749907778943204	-2.59039013441526	383	2	0.1	20	16828	4598,10654	MVK,PMVK
upper_aerodigestive_tract-lymph_node-carcinoma-adenoid_cystic_carcinoma	upper_aerodigestive_tract-lymph_node-carcinoma-adenoid_cystic_carcinoma	0.0749907778943204	-2.59039013441526	383	2	0.1	20	16828	4598,10654	MVK,PMVK
upper_aerodigestive_tract-carcinoma	upper_aerodigestive_tract-carcinoma	0.0749907778943204	-2.59039013441526	383	2	0.1	20	16828	10654,4598	PMVK,MVK
upper_aerodigestive_tract-head_neck-carcinoma-adenoid_cystic_carcinoma	upper_aerodigestive_tract-head_neck-carcinoma-adenoid_cystic_carcinoma	0.0749907778943204	-2.59039013441526	383	2	0.1	20	16828	10654,4598	PMVK,MVK
neoplasm	neoplasm	0.0752097281103065	-2.58747469322407	14787	20	1	20	16828	3930,4047,50814,4598,91734,6713,3157,7108,10682,3422,1717,1718,2222,9453,4597,10654,51478,2224,1595,3156	LBR,LSS,NSDHL,MVK,IDI2,SQLE,HMGCS1,TM7SF2,EBP,IDI1,DHCR7,DHCR24,FDFT1,GGPS1,MVD,PMVK,HSD17B7,FDPS,CYP51A1,HMGCR
breast-carcinoma-ductal_carcinoma	breast-carcinoma-ductal_carcinoma	0.0790668847436102	-2.53746114239038	14824	20	1	20	16828	4598,4047,3930,50814,7108,10682,3422,91734,6713,3157,1718,2222,1717,2224,1595,3156,9453,10654,4597,51478	MVK,LSS,LBR,NSDHL,TM7SF2,EBP,IDI1,IDI2,SQLE,HMGCS1,DHCR24,FDFT1,DHCR7,FDPS,CYP51A1,HMGCR,GGPS1,PMVK,MVD,HSD17B7
other	other	0.0811198954364726	-2.51182702813821	14843	20	1	20	16828	10682,3422,7108,6713,3157,91734,4598,50814,4047,3930,3156,2224,1595,10654,4597,51478,9453,2222,1718,1717	EBP,IDI1,TM7SF2,SQLE,HMGCS1,IDI2,MVK,NSDHL,LSS,LBR,HMGCR,FDPS,CYP51A1,PMVK,MVD,HSD17B7,GGPS1,FDFT1,DHCR24,DHCR7
large_cell	large_cell	0.0813389237068313	-2.50913061061874	14845	20	1	20	16828	7108,10682,3422,91734,6713,3157,4598,4047,3930,50814,2224,1595,3156,9453,4597,10654,51478,1718,2222,1717	TM7SF2,EBP,IDI1,IDI2,SQLE,HMGCS1,MVK,LSS,LBR,NSDHL,FDPS,CYP51A1,HMGCR,GGPS1,MVD,PMVK,HSD17B7,DHCR24,FDFT1,DHCR7
pleura-mesothelioma-biphasic	pleura-mesothelioma-biphasic	0.0866001067012592	-2.44645423129835	76	1	0.05	20	16828	3156	HMGCR
malignant	malignant	0.0942076538323447	-2.36225384982635	83	1	0.05	20	16828	3930	LBR
oesophagus	oesophagus	0.0962003924735959	-2.34132184155169	14970	20	1	20	16828	3930,4047,50814,4598,91734,3157,6713,7108,3422,10682,1717,1718,2222,9453,51478,4597,10654,1595,2224,3156	LBR,LSS,NSDHL,MVK,IDI2,HMGCS1,SQLE,TM7SF2,IDI1,EBP,DHCR7,DHCR24,FDFT1,GGPS1,HSD17B7,MVD,PMVK,CYP51A1,FDPS,HMGCR
biphasic	biphasic	0.0996047209406831	-2.30654571651204	88	1	0.05	20	16828	3156	HMGCR
ovary-other-neoplasm	ovary-other-neoplasm	0.100680637775964	-2.2958017740513	12717	18	0.9	20	16828	51478,4597,10654,1595,2224,3156,1717,1718,2222,91734,6713,7108,3422,10682,3930,4047,50814,4598	HSD17B7,MVD,PMVK,CYP51A1,FDPS,HMGCR,DHCR7,DHCR24,FDFT1,IDI2,SQLE,TM7SF2,IDI1,EBP,LBR,LSS,NSDHL,MVK
prostate	prostate	0.111687187525837	-2.19205328382052	13883	19	0.95	20	16828	4597,51478,9453,3156,2224,1595,1717,2222,1718,6713,3157,91734,10682,3422,7108,50814,4047,3930,4598	MVD,HSD17B7,GGPS1,HMGCR,FDPS,CYP51A1,DHCR7,FDFT1,DHCR24,SQLE,HMGCS1,IDI2,EBP,IDI1,TM7SF2,NSDHL,LSS,LBR,MVK
biliary_tract-bile_duct-carcinoma-adenocarcinoma	biliary_tract-bile_duct-carcinoma-adenocarcinoma	0.113618452196268	-2.17490935458045	15095	20	1	20	16828	2222,1718,1717,3156,1595,2224,51478,10654,4597,9453,4598,50814,4047,3930,3422,10682,7108,3157,6713,91734	FDFT1,DHCR24,DHCR7,HMGCR,CYP51A1,FDPS,HSD17B7,PMVK,MVD,GGPS1,MVK,NSDHL,LSS,LBR,IDI1,EBP,TM7SF2,HMGCS1,SQLE,IDI2
bile_duct	bile_duct	0.113618452196268	-2.17490935458045	15095	20	1	20	16828	4598,4047,3930,50814,7108,10682,3422,91734,6713,3157,1718,2222,1717,2224,1595,3156,9453,10654,4597,51478	MVK,LSS,LBR,NSDHL,TM7SF2,EBP,IDI1,IDI2,SQLE,HMGCS1,DHCR24,FDFT1,DHCR7,FDPS,CYP51A1,HMGCR,GGPS1,PMVK,MVD,HSD17B7
stomach-carcinoma-adenocarcinoma	stomach-carcinoma-adenocarcinoma	0.122196576996749	-2.1021242441202	15150	20	1	20	16828	3157,6713,91734,3422,10682,7108,50814,4047,3930,4598,51478,10654,4597,9453,3156,1595,2224,1717,2222,1718	HMGCS1,SQLE,IDI2,IDI1,EBP,TM7SF2,NSDHL,LSS,LBR,MVK,HSD17B7,PMVK,MVD,GGPS1,HMGCR,CYP51A1,FDPS,DHCR7,FDFT1,DHCR24
urinary_tract-bladder-carcinoma-transitional_cell_carcinoma	urinary_tract-bladder-carcinoma-transitional_cell_carcinoma	0.139947536714906	-1.96648766435524	6040	10	0.5	20	16828	2224,7108,3422,3156,91734,9453,10654,1718,4598,4047	FDPS,TM7SF2,IDI1,HMGCR,IDI2,GGPS1,PMVK,DHCR24,MVK,LSS
transitional_cell_carcinoma	transitional_cell_carcinoma	0.140202186593563	-1.96466970825817	6042	10	0.5	20	16828	2224,7108,3156,3422,91734,9453,10654,1718,4598,4047	FDPS,TM7SF2,HMGCR,IDI1,IDI2,GGPS1,PMVK,DHCR24,MVK,LSS
salivary_gland-parotid-carcinoma-adenoid_cystic_carcinoma	salivary_gland-parotid-carcinoma-adenoid_cystic_carcinoma	0.142257054088868	-1.95011961782828	561	2	0.1	20	16828	10654,4598	PMVK,MVK
soft_tissue-striated_muscle-rhabdomyosarcoma-alveolar	soft_tissue-striated_muscle-rhabdomyosarcoma-alveolar	0.148262632143242	-1.90877003634821	2414	5	0.25	20	16828	3156,2222,7108,1595,51478	HMGCR,FDFT1,TM7SF2,CYP51A1,HSD17B7
alveolar	alveolar	0.148262632143242	-1.90877003634821	2414	5	0.25	20	16828	2222,3156,7108,1595,51478	FDFT1,HMGCR,TM7SF2,CYP51A1,HSD17B7
parotid	parotid	0.149250729834511	-1.90212763670791	578	2	0.1	20	16828	4598,10654	MVK,PMVK
biliary_tract	biliary_tract	0.150591154121145	-1.89318670291686	15309	20	1	20	16828	2222,1718,1717,3156,1595,2224,51478,10654,4597,9453,4598,50814,3930,4047,3422,10682,7108,3157,6713,91734	FDFT1,DHCR24,DHCR7,HMGCR,CYP51A1,FDPS,HSD17B7,PMVK,MVD,GGPS1,MVK,NSDHL,LBR,LSS,IDI1,EBP,TM7SF2,HMGCS1,SQLE,IDI2
liver-carcinoma	liver-carcinoma	0.156200061607102	-1.85661764716497	15337	20	1	20	16828	3156,2224,1595,10654,4597,51478,9453,2222,1718,1717,10682,3422,7108,6713,3157,91734,4598,50814,4047,3930	HMGCR,FDPS,CYP51A1,PMVK,MVD,HSD17B7,GGPS1,FDFT1,DHCR24,DHCR7,EBP,IDI1,TM7SF2,SQLE,HMGCS1,IDI2,MVK,NSDHL,LSS,LBR
primitive_neuroectodermal_tumour-medulloblastoma	primitive_neuroectodermal_tumour-medulloblastoma	0.158871137842229	-1.83966185917961	15350	20	1	20	16828	7108,10682,3422,91734,6713,3157,4598,3930,4047,50814,2224,1595,3156,9453,4597,10654,51478,1718,2222,1717	TM7SF2,EBP,IDI1,IDI2,SQLE,HMGCS1,MVK,LBR,LSS,NSDHL,FDPS,CYP51A1,HMGCR,GGPS1,MVD,PMVK,HSD17B7,DHCR24,FDFT1,DHCR7
kidney	kidney	0.165201738587551	-1.80058789381292	15380	20	1	20	16828	7108,3422,10682,91734,3157,6713,4598,4047,3930,50814,1595,2224,3156,9453,51478,10654,4597,1718,2222,1717	TM7SF2,IDI1,EBP,IDI2,HMGCS1,SQLE,MVK,LSS,LBR,NSDHL,CYP51A1,FDPS,HMGCR,GGPS1,HSD17B7,PMVK,MVD,DHCR24,FDFT1,DHCR7
bone-femur-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	bone-femur-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	0.172360806174821	-1.75816528897217	633	2	0.1	20	16828	2224,6713	FDPS,SQLE
oesophagus-lower_third-carcinoma-adenocarcinoma	oesophagus-lower_third-carcinoma-adenocarcinoma	0.175736417983001	-1.73877003160196	6302	10	0.5	20	16828	3422,7108,10654,51478,3157,9453,2222,1718,50814,4047	IDI1,TM7SF2,PMVK,HSD17B7,HMGCS1,GGPS1,FDFT1,DHCR24,NSDHL,LSS
bone-tibia-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	bone-tibia-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	0.179204868466358	-1.71922561102933	649	2	0.1	20	16828	4597,3156	MVD,HMGCR
central_nervous_system-brain-glioma	central_nervous_system-brain-glioma	0.185663022993308	-1.68382195272716	15470	20	1	20	16828	7108,3422,10682,91734,3157,6713,4598,4047,3930,50814,1595,2224,3156,9453,51478,10654,4597,1718,2222,1717	TM7SF2,IDI1,EBP,IDI2,HMGCS1,SQLE,MVK,LSS,LBR,NSDHL,CYP51A1,FDPS,HMGCR,GGPS1,HSD17B7,PMVK,MVD,DHCR24,FDFT1,DHCR7
haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue	0.187379965529108	-1.67461682242161	14368	19	0.95	20	16828	50814,4047,3930,4598,6713,3157,91734,3422,7108,1717,2222,1718,10654,4597,51478,9453,3156,2224,1595	NSDHL,LSS,LBR,MVK,SQLE,HMGCS1,IDI2,IDI1,TM7SF2,DHCR7,FDFT1,DHCR24,PMVK,MVD,HSD17B7,GGPS1,HMGCR,FDPS,CYP51A1
rhabdomyosarcoma	rhabdomyosarcoma	0.203558910586719	-1.59179982908012	4150	7	0.35	20	16828	3156,2222,4598,7108,1595,51478,3930	HMGCR,FDFT1,MVK,TM7SF2,CYP51A1,HSD17B7,LBR
stomach	stomach	0.205851708183392	-1.58059923260589	15550	20	1	20	16828	4598,50814,3930,4047,3422,10682,7108,3157,6713,91734,2222,1718,1717,3156,1595,2224,51478,10654,4597,9453	MVK,NSDHL,LBR,LSS,IDI1,EBP,TM7SF2,HMGCS1,SQLE,IDI2,FDFT1,DHCR24,DHCR7,HMGCR,CYP51A1,FDPS,HSD17B7,PMVK,MVD,GGPS1
pancreas-carcinoma-ductal_carcinoma	pancreas-carcinoma-ductal_carcinoma	0.209862202484111	-1.56130414229119	15565	20	1	20	16828	4598,50814,4047,3930,3422,10682,7108,3157,6713,91734,2222,1718,1717,3156,1595,2224,51478,10654,4597,9453	MVK,NSDHL,LSS,LBR,IDI1,EBP,TM7SF2,HMGCS1,SQLE,IDI2,FDFT1,DHCR24,DHCR7,HMGCR,CYP51A1,FDPS,HSD17B7,PMVK,MVD,GGPS1
striated_muscle	striated_muscle	0.218046259754606	-1.52304803799523	4228	7	0.35	20	16828	2222,3156,4598,1595,7108,51478,3930	FDFT1,HMGCR,MVK,CYP51A1,TM7SF2,HSD17B7,LBR
bone-osteosarcoma	bone-osteosarcoma	0.224079917739425	-1.49575251513395	212	1	0.05	20	16828	4047	LSS
osteosarcoma	osteosarcoma	0.225013861028738	-1.49159327410303	213	1	0.05	20	16828	4047	LSS
adrenal_gland-adrenal_gland-adrenal_cortical_carcinoma-non_functioning	adrenal_gland-adrenal_gland-adrenal_cortical_carcinoma-non_functioning	0.235217002751899	-1.44724677495869	224	1	0.05	20	16828	7108	TM7SF2
cervix-carcinoma-squamous_cell_carcinoma	cervix-carcinoma-squamous_cell_carcinoma	0.23902633075863	-1.43118156258075	11789	16	0.8	20	16828	3156,2224,4597,10654,51478,2222,1718,3422,7108,6713,3157,91734,4598,50814,4047,3930	HMGCR,FDPS,MVD,PMVK,HSD17B7,FDFT1,DHCR24,IDI1,TM7SF2,SQLE,HMGCS1,IDI2,MVK,NSDHL,LSS,LBR
cervix	cervix	0.239738922983237	-1.42820476864993	11793	16	0.8	20	16828	3422,7108,3157,6713,91734,4598,50814,4047,3930,3156,2224,51478,10654,4597,2222,1718	IDI1,TM7SF2,HMGCS1,SQLE,IDI2,MVK,NSDHL,LSS,LBR,HMGCR,FDPS,HSD17B7,PMVK,MVD,FDFT1,DHCR24
endometrium-carcinoma-endometrioid_carcinoma	endometrium-carcinoma-endometrioid_carcinoma	0.243171014527971	-1.4139903196774	15680	20	1	20	16828	1717,2222,1718,51478,4597,10654,9453,3156,1595,2224,50814,4047,3930,4598,3157,6713,91734,3422,10682,7108	DHCR7,FDFT1,DHCR24,HSD17B7,MVD,PMVK,GGPS1,HMGCR,CYP51A1,FDPS,NSDHL,LSS,LBR,MVK,HMGCS1,SQLE,IDI2,IDI1,EBP,TM7SF2
endometrioid_carcinoma	endometrioid_carcinoma	0.246293453429177	-1.40123155387118	15690	20	1	20	16828	1595,2224,3156,9453,51478,10654,4597,1718,2222,1717,7108,3422,10682,91734,3157,6713,4598,4047,3930,50814	CYP51A1,FDPS,HMGCR,GGPS1,HSD17B7,PMVK,MVD,DHCR24,FDFT1,DHCR7,TM7SF2,IDI1,EBP,IDI2,HMGCS1,SQLE,MVK,LSS,LBR,NSDHL
endometrium	endometrium	0.246922494976754	-1.39868077711435	15692	20	1	20	16828	10682,3422,7108,6713,3157,91734,4598,50814,3930,4047,3156,2224,1595,4597,10654,51478,9453,2222,1718,1717	EBP,IDI1,TM7SF2,SQLE,HMGCS1,IDI2,MVK,NSDHL,LBR,LSS,HMGCR,FDPS,CYP51A1,MVD,PMVK,HSD17B7,GGPS1,FDFT1,DHCR24,DHCR7
non_functioning	non_functioning	0.248924880150506	-1.39060411417639	239	1	0.05	20	16828	7108	TM7SF2
lung-carcinoma-squamous_cell_carcinoma	lung-carcinoma-squamous_cell_carcinoma	0.251681572293816	-1.37959059249757	14664	19	0.95	20	16828	3422,10682,7108,3157,6713,91734,4598,50814,3930,4047,3156,1595,2224,51478,4597,10654,9453,2222,1717	IDI1,EBP,TM7SF2,HMGCS1,SQLE,IDI2,MVK,NSDHL,LBR,LSS,HMGCR,CYP51A1,FDPS,HSD17B7,MVD,PMVK,GGPS1,FDFT1,DHCR7
tibia	tibia	0.261726467285861	-1.34045533858034	836	2	0.1	20	16828	4597,3156	MVD,HMGCR
skin-malignant_melanoma	skin-malignant_melanoma	0.262819405369348	-1.33628815427073	15741	20	1	20	16828	1717,2222,1718,51478,4597,10654,9453,3156,1595,2224,50814,4047,3930,4598,3157,6713,91734,3422,10682,7108	DHCR7,FDFT1,DHCR24,HSD17B7,MVD,PMVK,GGPS1,HMGCR,CYP51A1,FDPS,NSDHL,LSS,LBR,MVK,HMGCS1,SQLE,IDI2,IDI1,EBP,TM7SF2
ovary	ovary	0.278581219923956	-1.27804562865238	14770	19	0.95	20	16828	7108,3422,10682,91734,6713,4598,4047,3930,50814,1595,2224,3156,9453,51478,4597,10654,1718,2222,1717	TM7SF2,IDI1,EBP,IDI2,SQLE,MVK,LSS,LBR,NSDHL,CYP51A1,FDPS,HMGCR,GGPS1,HSD17B7,MVD,PMVK,DHCR24,FDFT1,DHCR7
ductal_carcinoma	ductal_carcinoma	0.282534944032812	-1.26395304035395	15798	20	1	20	16828	3157,6713,91734,3422,10682,7108,50814,3930,4047,4598,51478,4597,10654,9453,3156,1595,2224,1717,2222,1718	HMGCS1,SQLE,IDI2,IDI1,EBP,TM7SF2,NSDHL,LBR,LSS,MVK,HSD17B7,MVD,PMVK,GGPS1,HMGCR,CYP51A1,FDPS,DHCR7,FDFT1,DHCR24
liver-carcinoma-hepatocellular_carcinoma	liver-carcinoma-hepatocellular_carcinoma	0.28658599315683	-1.24971663722887	14800	19	0.95	20	16828	4598,50814,3930,4047,3422,7108,6713,3157,91734,2222,1718,1717,3156,2224,1595,10654,4597,51478,9453	MVK,NSDHL,LBR,LSS,IDI1,TM7SF2,SQLE,HMGCS1,IDI2,FDFT1,DHCR24,DHCR7,HMGCR,FDPS,CYP51A1,PMVK,MVD,HSD17B7,GGPS1
hepatocellular_carcinoma	hepatocellular_carcinoma	0.28658599315683	-1.24971663722887	14800	19	0.95	20	16828	4598,50814,4047,3930,3422,7108,3157,6713,91734,2222,1718,1717,3156,1595,2224,51478,4597,10654,9453	MVK,NSDHL,LSS,LBR,IDI1,TM7SF2,HMGCS1,SQLE,IDI2,FDFT1,DHCR24,DHCR7,HMGCR,CYP51A1,FDPS,HSD17B7,MVD,PMVK,GGPS1
central_nervous_system-brain-glioma-astrocytoma_Grade_IV	central_nervous_system-brain-glioma-astrocytoma_Grade_IV	0.287952170732208	-1.24496088648448	15813	20	1	20	16828	1717,1718,2222,9453,4597,10654,51478,2224,1595,3156,4047,3930,50814,4598,91734,6713,3157,7108,10682,3422	DHCR7,DHCR24,FDFT1,GGPS1,MVD,PMVK,HSD17B7,FDPS,CYP51A1,HMGCR,LSS,LBR,NSDHL,MVK,IDI2,SQLE,HMGCS1,TM7SF2,EBP,IDI1
large_intestine-rectum-carcinoma-adenocarcinoma	large_intestine-rectum-carcinoma-adenocarcinoma	0.295702282372042	-1.21840213361429	15834	20	1	20	16828	3930,4047,50814,4598,91734,6713,3157,7108,10682,3422,1717,1718,2222,9453,10654,4597,51478,2224,1595,3156	LBR,LSS,NSDHL,MVK,IDI2,SQLE,HMGCS1,TM7SF2,EBP,IDI1,DHCR7,DHCR24,FDFT1,GGPS1,PMVK,MVD,HSD17B7,FDPS,CYP51A1,HMGCR
rectum	rectum	0.296825485595597	-1.21461090346565	15837	20	1	20	16828	6713,3157,91734,10682,3422,7108,50814,4047,3930,4598,10654,4597,51478,9453,3156,2224,1595,1717,2222,1718	SQLE,HMGCS1,IDI2,EBP,IDI1,TM7SF2,NSDHL,LSS,LBR,MVK,PMVK,MVD,HSD17B7,GGPS1,HMGCR,FDPS,CYP51A1,DHCR7,FDFT1,DHCR24
adrenal_gland-adrenal_gland-adrenal_cortical_carcinoma-virilizing_syndrome_producing	adrenal_gland-adrenal_gland-adrenal_cortical_carcinoma-virilizing_syndrome_producing	0.300611420593107	-1.20193680972659	298	1	0.05	20	16828	1717	DHCR7
parathyroid-carcinoma	parathyroid-carcinoma	0.302302858220826	-1.19632592232635	300	1	0.05	20	16828	1595	CYP51A1
bone-humerus-other-chondroblastoma	bone-humerus-other-chondroblastoma	0.303147119063326	-1.19353704984676	301	1	0.05	20	16828	3156	HMGCR
prostate-adenoma	prostate-adenoma	0.306538742520021	-1.18241112859236	1634	3	0.15	20	16828	91734,10682,1718	IDI2,EBP,DHCR24
astrocytoma_Grade_IV	astrocytoma_Grade_IV	0.30906125989166	-1.17421576965717	15869	20	1	20	16828	1718,2222,1717,1595,2224,3156,9453,51478,4597,10654,4598,4047,3930,50814,7108,3422,10682,91734,3157,6713	DHCR24,FDFT1,DHCR7,CYP51A1,FDPS,HMGCR,GGPS1,HSD17B7,MVD,PMVK,MVK,LSS,LBR,NSDHL,TM7SF2,IDI1,EBP,IDI2,HMGCS1,SQLE
malignant_melanoma	malignant_melanoma	0.317749682758842	-1.14649136731168	15891	20	1	20	16828	7108,10682,3422,91734,6713,3157,4598,4047,3930,50814,2224,1595,3156,9453,10654,4597,51478,1718,2222,1717	TM7SF2,EBP,IDI1,IDI2,SQLE,HMGCS1,MVK,LSS,LBR,NSDHL,FDPS,CYP51A1,HMGCR,GGPS1,PMVK,MVD,HSD17B7,DHCR24,FDFT1,DHCR7
pheochromocytoma	pheochromocytoma	0.31900486228358	-1.14254893404518	320	1	0.05	20	16828	3930	LBR
virilizing_syndrome_producing	virilizing_syndrome_producing	0.319829910904606	-1.13996595292278	321	1	0.05	20	16828	1717	DHCR7
lower_third	lower_third	0.320281113366624	-1.13855618955475	7961	11	0.55	20	16828	1718,2222,4047,50814,7108,3156,3422,9453,10654,51478,3157	DHCR24,FDFT1,LSS,NSDHL,TM7SF2,HMGCR,IDI1,GGPS1,PMVK,HSD17B7,HMGCS1
adamantinomatous	adamantinomatous	0.347323243207769	-1.05749939602444	355	1	0.05	20	16828	3156	HMGCR
pituitary-craniopharyngeal_duct-craniopharyngioma-adamantinomatous	pituitary-craniopharyngeal_duct-craniopharyngioma-adamantinomatous	0.347323243207769	-1.05749939602444	355	1	0.05	20	16828	3156	HMGCR
breast-carcinoma	breast-carcinoma	0.353879985898443	-1.03879744621537	15030	19	0.95	20	16828	50814,4047,3930,4598,3157,6713,91734,3422,10682,7108,1717,2222,1718,51478,10654,9453,3156,1595,2224	NSDHL,LSS,LBR,MVK,HMGCS1,SQLE,IDI2,IDI1,EBP,TM7SF2,DHCR7,FDFT1,DHCR24,HSD17B7,PMVK,GGPS1,HMGCR,CYP51A1,FDPS
kidney-other-neoplasm	kidney-other-neoplasm	0.355736980167599	-1.03356364094586	10653	14	0.7	20	16828	4597,10654,6713,51478,3157,9453,3422,7108,1595,50814,4047,3930,4598,2222	MVD,PMVK,SQLE,HSD17B7,HMGCS1,GGPS1,IDI1,TM7SF2,CYP51A1,NSDHL,LSS,LBR,MVK,FDFT1
polycythaemia_vera	polycythaemia_vera	0.358334309020214	-1.02628890424508	369	1	0.05	20	16828	1718	DHCR24
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-polycythaemia_vera	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-polycythaemia_vera	0.358334309020214	-1.02628890424508	369	1	0.05	20	16828	1718	DHCR24
craniopharyngioma	craniopharyngioma	0.38284353473501	-0.960128898766824	401	1	0.05	20	16828	3156	HMGCR
craniopharyngeal_duct	craniopharyngeal_duct	0.38284353473501	-0.960128898766824	401	1	0.05	20	16828	3156	HMGCR
central_nervous_system-brain-primitive_neuroectodermal_tumour-medulloblastoma-large_cell	central_nervous_system-brain-primitive_neuroectodermal_tumour-medulloblastoma-large_cell	0.386875784083348	-0.949651608835545	1117	2	0.1	20	16828	3156,4047	HMGCR,LSS
skin-hand-carcinoma-squamous_cell_carcinoma	skin-hand-carcinoma-squamous_cell_carcinoma	0.387338873420499	-0.94845532718965	407	1	0.05	20	16828	51478	HSD17B7
